,true,pred
7306,other_cyberbullying,other_cyberbullying
7307,gender,gender
7308,gender,gender
7309,ethnicity,ethnicity
7310,not_cyberbullying,not_cyberbullying
7311,religion,religion
7312,religion,religion
7313,age,age
7314,religion,religion
7315,age,age
7316,gender,other_cyberbullying
7317,not_cyberbullying,other_cyberbullying
7318,age,age
7319,gender,gender
7320,ethnicity,ethnicity
7321,gender,gender
7322,gender,gender
7323,ethnicity,ethnicity
7324,religion,religion
7325,ethnicity,ethnicity
7326,religion,religion
7327,religion,religion
7328,gender,gender
7329,age,age
7330,religion,religion
7331,religion,religion
7332,other_cyberbullying,not_cyberbullying
7333,gender,gender
7334,ethnicity,ethnicity
7335,ethnicity,ethnicity
7336,age,age
7337,religion,religion
7338,gender,not_cyberbullying
7339,other_cyberbullying,not_cyberbullying
7340,ethnicity,ethnicity
7341,gender,gender
7342,other_cyberbullying,not_cyberbullying
7343,age,age
7344,not_cyberbullying,other_cyberbullying
7345,gender,gender
7346,ethnicity,ethnicity
7347,not_cyberbullying,not_cyberbullying
7348,ethnicity,ethnicity
7349,ethnicity,ethnicity
7350,gender,gender
7351,other_cyberbullying,other_cyberbullying
7352,age,age
7353,ethnicity,ethnicity
7354,age,age
7355,religion,religion
7356,other_cyberbullying,not_cyberbullying
7357,age,age
7358,not_cyberbullying,not_cyberbullying
7359,age,age
7360,religion,religion
7361,not_cyberbullying,not_cyberbullying
7362,ethnicity,ethnicity
7363,age,age
7364,gender,gender
7365,other_cyberbullying,not_cyberbullying
7366,not_cyberbullying,not_cyberbullying
7367,other_cyberbullying,other_cyberbullying
7368,ethnicity,ethnicity
7369,other_cyberbullying,other_cyberbullying
7370,ethnicity,ethnicity
7371,gender,not_cyberbullying
7372,gender,gender
7373,age,age
7374,religion,religion
7375,age,age
7376,ethnicity,ethnicity
7377,ethnicity,ethnicity
7378,age,age
7379,gender,not_cyberbullying
7380,ethnicity,ethnicity
7381,gender,gender
7382,gender,gender
7383,ethnicity,ethnicity
7384,age,age
7385,ethnicity,ethnicity
7386,ethnicity,ethnicity
7387,gender,gender
7388,age,age
7389,ethnicity,ethnicity
7390,religion,religion
7391,religion,religion
7392,ethnicity,ethnicity
7393,religion,religion
7394,religion,religion
7395,other_cyberbullying,other_cyberbullying
7396,other_cyberbullying,other_cyberbullying
7397,not_cyberbullying,not_cyberbullying
7398,ethnicity,ethnicity
7399,religion,religion
7400,gender,gender
7401,ethnicity,ethnicity
7402,ethnicity,ethnicity
7403,other_cyberbullying,other_cyberbullying
7404,gender,gender
7405,other_cyberbullying,not_cyberbullying
7406,other_cyberbullying,not_cyberbullying
7407,religion,religion
7408,not_cyberbullying,not_cyberbullying
7409,other_cyberbullying,other_cyberbullying
7410,other_cyberbullying,other_cyberbullying
7411,gender,other_cyberbullying
7412,age,age
7413,age,age
7414,not_cyberbullying,not_cyberbullying
7415,ethnicity,ethnicity
7416,religion,religion
7417,gender,gender
7418,ethnicity,ethnicity
7419,religion,religion
7420,religion,religion
7421,gender,gender
7422,gender,gender
7423,not_cyberbullying,not_cyberbullying
7424,age,age
7425,age,age
7426,religion,religion
7427,gender,gender
7428,religion,religion
7429,religion,religion
7430,age,age
7431,ethnicity,ethnicity
7432,religion,religion
7433,ethnicity,ethnicity
7434,other_cyberbullying,other_cyberbullying
7435,other_cyberbullying,other_cyberbullying
7436,not_cyberbullying,not_cyberbullying
7437,not_cyberbullying,religion
7438,religion,religion
7439,age,age
7440,gender,gender
7441,gender,gender
7442,age,age
7443,religion,religion
7444,not_cyberbullying,gender
7445,other_cyberbullying,not_cyberbullying
7446,gender,not_cyberbullying
7447,not_cyberbullying,not_cyberbullying
7448,age,age
7449,age,age
7450,not_cyberbullying,other_cyberbullying
7451,gender,gender
7452,ethnicity,ethnicity
7453,age,age
7454,ethnicity,ethnicity
7455,religion,religion
7456,other_cyberbullying,other_cyberbullying
7457,religion,religion
7458,gender,gender
7459,age,age
7460,other_cyberbullying,gender
7461,age,age
7462,not_cyberbullying,ethnicity
7463,age,age
7464,religion,religion
7465,ethnicity,ethnicity
7466,gender,gender
7467,gender,gender
7468,gender,gender
7469,gender,gender
7470,ethnicity,ethnicity
7471,religion,religion
7472,gender,gender
7473,gender,gender
7474,religion,religion
7475,ethnicity,ethnicity
7476,gender,gender
7477,gender,gender
7478,religion,religion
7479,ethnicity,ethnicity
7480,religion,religion
7481,ethnicity,ethnicity
7482,other_cyberbullying,other_cyberbullying
7483,religion,religion
7484,ethnicity,ethnicity
7485,religion,religion
7486,ethnicity,ethnicity
7487,ethnicity,ethnicity
7488,age,age
7489,religion,religion
7490,ethnicity,ethnicity
7491,other_cyberbullying,other_cyberbullying
7492,ethnicity,ethnicity
7493,ethnicity,ethnicity
7494,religion,religion
7495,gender,gender
7496,ethnicity,ethnicity
7497,ethnicity,ethnicity
7498,religion,religion
7499,age,age
7500,age,age
7501,age,age
7502,age,age
7503,age,age
7504,ethnicity,ethnicity
7505,other_cyberbullying,other_cyberbullying
7506,age,age
7507,gender,gender
7508,gender,gender
7509,religion,religion
7510,other_cyberbullying,other_cyberbullying
7511,gender,gender
7512,not_cyberbullying,other_cyberbullying
7513,not_cyberbullying,other_cyberbullying
7514,age,age
7515,gender,gender
7516,other_cyberbullying,not_cyberbullying
7517,religion,religion
7518,ethnicity,ethnicity
7519,not_cyberbullying,not_cyberbullying
7520,age,age
7521,age,age
7522,religion,religion
7523,not_cyberbullying,not_cyberbullying
7524,religion,religion
7525,ethnicity,ethnicity
7526,age,age
7527,gender,gender
7528,not_cyberbullying,not_cyberbullying
7529,age,age
7530,gender,gender
7531,gender,other_cyberbullying
7532,age,age
7533,other_cyberbullying,other_cyberbullying
7534,not_cyberbullying,not_cyberbullying
7535,age,age
7536,not_cyberbullying,other_cyberbullying
7537,gender,gender
7538,gender,gender
7539,ethnicity,ethnicity
7540,religion,religion
7541,religion,religion
7542,ethnicity,ethnicity
7543,gender,gender
7544,age,age
7545,ethnicity,ethnicity
7546,age,age
7547,age,age
7548,not_cyberbullying,other_cyberbullying
7549,not_cyberbullying,not_cyberbullying
7550,other_cyberbullying,other_cyberbullying
7551,gender,gender
7552,not_cyberbullying,not_cyberbullying
7553,ethnicity,ethnicity
7554,age,age
7555,ethnicity,ethnicity
7556,age,age
7557,age,age
7558,age,age
7559,not_cyberbullying,gender
7560,ethnicity,ethnicity
7561,gender,gender
7562,gender,gender
7563,ethnicity,ethnicity
7564,religion,religion
7565,age,age
7566,age,age
7567,religion,religion
7568,age,age
7569,ethnicity,ethnicity
7570,not_cyberbullying,not_cyberbullying
7571,ethnicity,ethnicity
7572,ethnicity,ethnicity
7573,religion,religion
7574,religion,religion
7575,not_cyberbullying,not_cyberbullying
7576,religion,religion
7577,religion,religion
7578,ethnicity,ethnicity
7579,gender,gender
7580,not_cyberbullying,other_cyberbullying
7581,ethnicity,ethnicity
7582,ethnicity,ethnicity
7583,ethnicity,ethnicity
7584,not_cyberbullying,not_cyberbullying
7585,gender,other_cyberbullying
7586,gender,gender
7587,not_cyberbullying,other_cyberbullying
7588,gender,not_cyberbullying
7589,age,age
7590,not_cyberbullying,not_cyberbullying
7591,age,age
7592,age,age
7593,ethnicity,ethnicity
7594,gender,gender
7595,religion,religion
7596,religion,religion
7597,other_cyberbullying,other_cyberbullying
7598,religion,religion
7599,age,age
7600,other_cyberbullying,other_cyberbullying
7601,religion,religion
7602,gender,gender
7603,age,age
7604,age,age
7605,not_cyberbullying,other_cyberbullying
7606,ethnicity,ethnicity
7607,religion,religion
7608,gender,gender
7609,religion,other_cyberbullying
7610,gender,gender
7611,gender,gender
7612,other_cyberbullying,other_cyberbullying
7613,gender,gender
7614,age,age
7615,age,age
7616,ethnicity,ethnicity
7617,religion,religion
7618,age,age
7619,other_cyberbullying,other_cyberbullying
7620,age,age
7621,age,age
7622,not_cyberbullying,not_cyberbullying
7623,ethnicity,ethnicity
7624,religion,religion
7625,age,age
7626,age,age
7627,gender,gender
7628,religion,religion
7629,age,age
7630,not_cyberbullying,other_cyberbullying
7631,religion,religion
7632,ethnicity,ethnicity
7633,ethnicity,ethnicity
7634,religion,religion
7635,other_cyberbullying,religion
7636,religion,religion
7637,religion,religion
7638,not_cyberbullying,other_cyberbullying
7639,ethnicity,ethnicity
7640,ethnicity,ethnicity
7641,not_cyberbullying,other_cyberbullying
7642,age,age
7643,age,age
7644,religion,religion
7645,age,age
7646,age,age
7647,ethnicity,ethnicity
7648,religion,religion
7649,age,age
7650,not_cyberbullying,not_cyberbullying
7651,ethnicity,ethnicity
7652,not_cyberbullying,other_cyberbullying
7653,other_cyberbullying,other_cyberbullying
7654,gender,gender
7655,religion,religion
7656,gender,gender
7657,gender,not_cyberbullying
7658,ethnicity,ethnicity
7659,gender,gender
7660,not_cyberbullying,not_cyberbullying
7661,not_cyberbullying,religion
7662,ethnicity,ethnicity
7663,gender,gender
7664,ethnicity,ethnicity
7665,gender,gender
7666,not_cyberbullying,other_cyberbullying
7667,gender,not_cyberbullying
7668,ethnicity,ethnicity
7669,not_cyberbullying,not_cyberbullying
7670,religion,religion
7671,not_cyberbullying,not_cyberbullying
7672,gender,gender
7673,age,age
7674,other_cyberbullying,other_cyberbullying
7675,religion,religion
7676,age,age
7677,age,age
7678,age,age
7679,ethnicity,ethnicity
7680,religion,religion
7681,not_cyberbullying,gender
7682,ethnicity,ethnicity
7683,not_cyberbullying,not_cyberbullying
7684,ethnicity,ethnicity
7685,not_cyberbullying,not_cyberbullying
7686,ethnicity,ethnicity
7687,other_cyberbullying,other_cyberbullying
7688,other_cyberbullying,gender
7689,age,age
7690,age,age
7691,religion,religion
7692,gender,gender
7693,religion,religion
7694,ethnicity,ethnicity
7695,ethnicity,ethnicity
7696,ethnicity,ethnicity
7697,religion,religion
7698,age,age
7699,ethnicity,ethnicity
7700,age,age
7701,ethnicity,ethnicity
7702,ethnicity,ethnicity
7703,other_cyberbullying,other_cyberbullying
7704,gender,gender
7705,ethnicity,ethnicity
7706,ethnicity,ethnicity
7707,religion,religion
7708,ethnicity,ethnicity
7709,age,age
7710,gender,gender
7711,not_cyberbullying,other_cyberbullying
7712,religion,religion
7713,religion,religion
7714,religion,not_cyberbullying
7715,age,age
7716,ethnicity,ethnicity
7717,gender,gender
7718,religion,religion
7719,not_cyberbullying,not_cyberbullying
7720,religion,religion
7721,ethnicity,ethnicity
7722,ethnicity,ethnicity
7723,not_cyberbullying,not_cyberbullying
7724,ethnicity,ethnicity
7725,age,age
7726,other_cyberbullying,ethnicity
7727,religion,religion
7728,religion,religion
7729,religion,religion
7730,age,age
7731,gender,gender
7732,age,age
7733,gender,gender
7734,age,age
7735,gender,gender
7736,religion,religion
7737,age,age
7738,ethnicity,ethnicity
7739,other_cyberbullying,not_cyberbullying
7740,religion,religion
7741,gender,not_cyberbullying
7742,age,age
7743,gender,gender
7744,not_cyberbullying,other_cyberbullying
7745,gender,gender
7746,ethnicity,ethnicity
7747,age,age
7748,gender,gender
7749,religion,religion
7750,not_cyberbullying,religion
7751,gender,gender
7752,religion,religion
7753,ethnicity,ethnicity
7754,other_cyberbullying,other_cyberbullying
7755,religion,religion
7756,gender,gender
7757,gender,gender
7758,gender,gender
7759,religion,religion
7760,gender,gender
7761,age,age
7762,not_cyberbullying,not_cyberbullying
7763,religion,religion
7764,gender,gender
7765,not_cyberbullying,gender
7766,not_cyberbullying,not_cyberbullying
7767,religion,religion
7768,age,age
7769,not_cyberbullying,not_cyberbullying
7770,religion,religion
7771,ethnicity,ethnicity
7772,gender,other_cyberbullying
7773,other_cyberbullying,ethnicity
7774,religion,religion
7775,gender,gender
7776,not_cyberbullying,other_cyberbullying
7777,not_cyberbullying,not_cyberbullying
7778,age,age
7779,religion,religion
7780,religion,religion
7781,age,age
7782,ethnicity,ethnicity
7783,religion,religion
7784,gender,gender
7785,religion,religion
7786,not_cyberbullying,not_cyberbullying
7787,religion,religion
7788,other_cyberbullying,other_cyberbullying
7789,gender,gender
7790,age,age
7791,gender,gender
7792,religion,religion
7793,not_cyberbullying,not_cyberbullying
7794,gender,gender
7795,ethnicity,ethnicity
7796,ethnicity,ethnicity
7797,ethnicity,ethnicity
7798,age,age
7799,age,age
7800,ethnicity,ethnicity
7801,religion,religion
7802,age,age
7803,religion,religion
7804,ethnicity,ethnicity
7805,religion,religion
7806,gender,gender
7807,gender,gender
7808,other_cyberbullying,not_cyberbullying
7809,other_cyberbullying,other_cyberbullying
7810,age,age
7811,not_cyberbullying,other_cyberbullying
7812,other_cyberbullying,other_cyberbullying
7813,gender,gender
7814,religion,religion
7815,religion,religion
7816,not_cyberbullying,other_cyberbullying
7817,age,age
7818,age,age
7819,religion,religion
7820,religion,religion
7821,religion,religion
7822,age,age
7823,age,age
7824,not_cyberbullying,other_cyberbullying
7825,religion,religion
7826,ethnicity,ethnicity
7827,ethnicity,ethnicity
7828,age,age
7829,not_cyberbullying,not_cyberbullying
7830,religion,religion
7831,age,age
7832,ethnicity,ethnicity
7833,age,age
7834,ethnicity,ethnicity
7835,religion,religion
7836,not_cyberbullying,not_cyberbullying
7837,ethnicity,ethnicity
7838,not_cyberbullying,not_cyberbullying
7839,other_cyberbullying,other_cyberbullying
7840,not_cyberbullying,not_cyberbullying
7841,age,age
7842,age,age
7843,ethnicity,ethnicity
7844,other_cyberbullying,other_cyberbullying
7845,other_cyberbullying,ethnicity
7846,other_cyberbullying,other_cyberbullying
7847,age,age
7848,other_cyberbullying,other_cyberbullying
7849,other_cyberbullying,gender
7850,age,age
7851,gender,gender
7852,gender,gender
7853,religion,religion
7854,religion,religion
7855,not_cyberbullying,not_cyberbullying
7856,gender,gender
7857,ethnicity,ethnicity
7858,not_cyberbullying,not_cyberbullying
7859,religion,religion
7860,not_cyberbullying,religion
7861,religion,religion
7862,other_cyberbullying,other_cyberbullying
7863,gender,gender
7864,ethnicity,ethnicity
7865,religion,religion
7866,not_cyberbullying,religion
7867,age,age
7868,not_cyberbullying,not_cyberbullying
7869,other_cyberbullying,other_cyberbullying
7870,other_cyberbullying,other_cyberbullying
7871,not_cyberbullying,not_cyberbullying
7872,other_cyberbullying,not_cyberbullying
7873,other_cyberbullying,other_cyberbullying
7874,age,age
7875,gender,gender
7876,religion,religion
7877,other_cyberbullying,other_cyberbullying
7878,religion,religion
7879,age,age
7880,religion,religion
7881,age,age
7882,religion,religion
7883,gender,gender
7884,age,age
7885,ethnicity,ethnicity
7886,ethnicity,ethnicity
7887,not_cyberbullying,other_cyberbullying
7888,gender,gender
7889,religion,religion
7890,gender,gender
7891,other_cyberbullying,other_cyberbullying
7892,ethnicity,ethnicity
7893,other_cyberbullying,other_cyberbullying
7894,gender,other_cyberbullying
7895,age,age
7896,ethnicity,ethnicity
7897,age,age
7898,religion,religion
7899,other_cyberbullying,other_cyberbullying
7900,religion,religion
7901,age,age
7902,not_cyberbullying,not_cyberbullying
7903,ethnicity,ethnicity
7904,age,age
7905,not_cyberbullying,not_cyberbullying
7906,religion,religion
7907,not_cyberbullying,not_cyberbullying
7908,religion,religion
7909,religion,religion
7910,other_cyberbullying,other_cyberbullying
7911,ethnicity,ethnicity
7912,religion,religion
7913,religion,religion
7914,gender,gender
7915,gender,not_cyberbullying
7916,ethnicity,ethnicity
7917,religion,religion
7918,ethnicity,ethnicity
7919,gender,gender
7920,religion,religion
7921,gender,gender
7922,not_cyberbullying,not_cyberbullying
7923,not_cyberbullying,not_cyberbullying
7924,ethnicity,ethnicity
7925,gender,gender
7926,religion,religion
7927,age,age
7928,gender,gender
7929,other_cyberbullying,not_cyberbullying
7930,not_cyberbullying,other_cyberbullying
7931,gender,gender
7932,religion,religion
7933,religion,religion
7934,religion,religion
7935,other_cyberbullying,other_cyberbullying
7936,ethnicity,ethnicity
7937,ethnicity,ethnicity
7938,not_cyberbullying,not_cyberbullying
7939,gender,gender
7940,age,age
7941,ethnicity,ethnicity
7942,other_cyberbullying,not_cyberbullying
7943,age,age
7944,not_cyberbullying,not_cyberbullying
7945,gender,gender
7946,age,age
7947,ethnicity,ethnicity
7948,age,age
7949,gender,gender
7950,age,age
7951,gender,gender
7952,other_cyberbullying,other_cyberbullying
7953,age,age
7954,ethnicity,ethnicity
7955,gender,gender
7956,ethnicity,ethnicity
7957,age,age
7958,not_cyberbullying,not_cyberbullying
7959,other_cyberbullying,age
7960,religion,religion
7961,age,age
7962,religion,religion
